Unnamed:_0,eccentricity,argument_of_perigee,inclination,mean_anomaly,Brouwer_mean_motion,right_ascension
2012-09-06 18:48:32.050655,0.0004882,4.483911418664616,0.0329395989728889,-2.6897286555777136,0.0043744034121722,4.8421385023072006
2012-09-07 19:39:45.383327,0.000487,4.481214884970285,0.0329012017293451,-2.446726463822543,0.0043743798952803,4.84223449541606
2012-09-08 15:43:39.075167,0.0004868,4.475121940551572,0.0328680404735572,-3.457326205934071,0.0043743604360121,4.842332233854171
2012-09-09 12:53:36.595967,0.0004918,4.481063041325361,0.0328348792177693,-4.190783370792169,0.0043743394060828,4.842201334160272
2012-09-10 13:15:22.135391,0.0004949,4.5129432254422905,0.0327982273034774,-4.111348200546151,0.0043743161509965,4.842257184696336
2012-09-13 11:30:17.116991,0.0007952,5.462208606980234,0.0327074701823737,-5.4733944221562645,0.0043745410156649,4.84635696310927
2012-09-14 18:44:59.879040,0.0003434,4.393627281788201,0.0326498743170579,-2.482390521757795,0.0043754826257552,4.845459863873745
2012-09-15 20:34:10.570655,0.0003424,4.356790362595609,0.032611477073514,-1.949820753804245,0.0043754552258476,4.845308020228822
2012-09-16 20:52:25.060800,0.0003409,4.317009072954902,0.0325748251592221,-1.8123498952709127,0.0043754240302061,4.845222499095474
2012-09-17 14:02:09.292127,0.0003425,4.292544792829698,0.0325486452204422,-3.5652346775971244,0.0043754071451916,4.845171884547166
2012-09-18 18:40:24.543839,0.0003449,4.27033547809807,0.0325032666598904,-2.307525984000483,0.0043753721972792,4.844910085159367
2012-09-19 19:05:11.099040,0.0003495,4.241605613280991,0.0324613787578425,-2.152729241982602,0.0043753444482826,4.844918811805627
2012-09-20 22:10:02.064864,0.0003562,4.232055171614078,0.0324212361850466,-1.31669209566779,0.0043753166556846,4.844890886537595
2012-09-21 18:36:08.288351,0.0003641,4.210036097770918,0.0323880749292587,-2.2129291385423926,0.0043752943605085,4.844829800013776
2012-09-22 00:10:25.963680,0.0003641,4.212788482001313,0.0323793482829988,-0.7529542379321255,0.004375288906689,4.844819328038263
2012-09-23 14:16:58.677312,0.0003679,4.213881058113062,0.032316516429927,-3.3154937696000037,0.0043752508608138,4.84469366433212
2012-09-24 20:20:43.337184,0.0003705,4.214547773887323,0.0322676472108711,-1.7070227655715593,0.0043752212792744,4.8446116338572764
2012-09-25 20:43:03.872927,0.0003727,4.225911612647058,0.0322292499673272,-1.603095389932303,0.0043751973697297,4.844536584699441
2012-09-26 18:34:27.101856,0.0003736,4.24372269766366,0.0321908527237834,-2.1661874758447297,0.0043751773432074,4.844520876736173
2012-09-27 22:38:22.913664,0.0003748,4.264654431382828,0.0321454741632315,-1.1023726448398952,0.0043751517320062,4.844482479492629
2012-09-28 11:28:45.077663,0.0003764,4.263317509175801,0.0321245302122076,-4.013452682801789,0.0043751396463191,4.844386486383769
2012-09-29 13:21:46.756224,0.0003743,4.276941549316868,0.0320861329686637,-3.515075660224059,0.0043751163475902,4.8442939839334125
2012-09-30 16:58:52.643135,0.000369,4.273803447321783,0.0320442450666158,-2.5443095676307994,0.0043750888167511,4.8438489249741545
2012-10-01 20:00:56.903615,0.0003649,4.290712197115104,0.03200410249382,-1.74715835705042,0.0043750661724387,4.84374071456053
2012-10-02 21:14:36.161664,0.0003645,4.2901746357054895,0.0319657052502761,-1.4069151460203848,0.0043750438771892,4.843576653610843
2012-10-03 12:42:45.762048,0.0003876,4.345564404846781,0.0319273080067322,-3.686069057700448,0.0043750660403497,4.845374342740398
2012-10-04 10:04:53.413823,0.0003658,4.302062073240824,0.0319098547142123,-4.314080410470056,0.0043748399086217,4.843098433395797
2012-10-05 18:23:56.184863,0.0003881,4.348418018173792,0.0318487681903925,-2.161372112438478,0.0043750159525158,4.845020040902242
2012-10-06 20:58:49.620288,0.0003848,4.3632166649014525,0.0318086256175966,-1.481243482875069,0.0043749896869624,4.844931029110391
2012-10-07 20:04:27.884640,0.0003841,4.366473449285674,0.0317737190325567,-1.7051221020161362,0.0043749672172529,4.844836781330784
2012-10-08 21:40:41.728799,0.000381,4.3836544704423055,0.0317335764597609,-1.2841696303861276,0.0043749416497722,4.844810601392004
2012-10-09 20:44:40.926048,0.0003811,4.389754396178026,0.031698669874721,-1.5181973391275436,0.0043749187873987,4.844723334929403
2012-10-10 19:46:05.112192,0.0003806,4.395946824364102,0.0316707446066891,-1.7637494569198786,0.004374896056022,4.844733806904916
2012-10-11 09:37:13.197215,0.0003712,4.301857869718339,0.0316550366434211,-4.314392824406163,0.0043746886413562,4.842333979183423
2012-10-12 20:13:41.355263,0.0003737,4.316583212617416,0.0315991861073573,-1.5274144229073254,0.0043748278620833,4.842257184696336
2012-10-13 17:26:32.179775,0.0003734,4.319314652896787,0.0315660248515694,-2.244428840882385,0.0043748075302473,4.842143738294956
2012-10-14 19:25:14.348639,0.0003723,4.319148846617847,0.0315276276080255,-1.707902411514563,0.0043747825736095,4.841986658662277
2012-10-15 20:34:24.317759,0.0003719,4.319869667598921,0.0314892303644816,-1.3890412291507117,0.0043747581841551,4.841836560346605
2012-10-16 21:10:34.728960,0.0003715,4.320895921199093,0.0314543237794418,-1.2149254376425065,0.0043747341437906,4.841744057896249
2012-10-19 18:28:42.462623,0.0003905,4.297009345056299,0.0313391320488101,-1.8497034319220944,0.0043746697449502,4.842447425584803
2012-10-21 13:59:22.132320,0.0003503,4.269112002292422,0.0312571015739664,-2.9702484449337545,0.0043745748932729,4.845374342740398
2012-10-22 12:43:31.540223,0.0003527,4.268864165538639,0.0312204496596745,-3.285081407384003,0.0043745540814649,4.845205045802954
2012-10-23 12:39:03.286367,0.0003587,4.259933315756184,0.0311820524161306,-3.279046058830607,0.0043745330951126,4.845081127426063
2012-10-24 21:01:39.968255,0.0003554,4.287860329117345,0.0311349285263268,-1.0918064215483207,0.0043745036008866,4.845196319156695
2012-10-25 22:51:58.864896,0.0003536,4.323669249380512,0.0310895499657749,-0.6285890567520189,0.0043744810874005,4.845217263107719
2012-10-27 20:50:13.949664,0.0004429,4.364253390477137,0.0310022835031752,-1.172620401903414,0.0043737254239073,4.846856127275341
2012-10-28 18:23:34.731743,0.0004461,4.377116467064335,0.0309673769181353,-1.8115767144122772,0.0043736744205467,4.846707774288921
2012-10-30 14:06:29.116800,0.0007989,4.158643132616692,0.0309010544065596,-2.683398346380729,0.0043760093369214,4.8467356995569535
2012-10-31 20:10:27.869375,0.000797,4.157988634147195,0.0308591665045117,-1.071160921826479,0.0043759830713609,4.846615271838566
2012-11-02 18:24:58.034303,0.0007967,4.158817665541893,0.0307893533344319,-1.4962760037224945,0.0043759335072536,4.846295876585451
2012-11-03 20:39:37.974815,0.0007972,4.160407660490459,0.030750956090888,-0.8900306520545094,0.0043759064564167,4.846259224671159
2012-11-04 21:17:13.764768,0.0007966,4.161716657429455,0.0307143041765962,-0.7082528651300457,0.0043758815870797,4.846145778269779
2012-11-05 21:37:19.892351,0.0007917,4.163292689744005,0.0306759069330523,-0.6033009812198706,0.0043758567177189,4.845985207978596
2012-11-08 07:50:24.073727,0.0007726,4.159889297702617,0.0305938764582086,-4.164530128183669,0.0043756191541308,4.846822966019553
2012-11-09 21:19:28.141823,0.000779,4.16317400735487,0.0305292992758848,-0.6077166642274179,0.0043757573712724,4.845573310275125
2012-11-10 22:40:53.285952,0.0007833,4.172452177658472,0.0304891567030889,-0.2421173098244082,0.0043757334617335,4.8452399523879945
2012-11-12 17:02:20.853311,0.0007835,4.172028062650237,0.0304280701792691,-1.6864366070442838,0.0043756922746229,4.844924047793383
2012-11-13 23:02:26.065823,0.0007775,4.173974104766211,0.0303792009602133,-0.0946823665914387,0.0043756541853885,4.84491183048862
2012-11-14 23:10:14.314944,0.0007735,4.176991779042909,0.0303390583874174,-0.0454902616239811,0.004375626829129,4.844864706598815
2012-11-17 21:13:19.117920,0.0007784,4.091282150135972,0.0302168853397778,-0.4192019063902581,0.004375506235516,4.846196392818087
2012-11-19 20:16:20.280287,0.0007811,4.094516245239917,0.030141836181942,-0.63582868248929,0.0043754584601599,4.845957282710564
2012-11-20 22:43:40.986623,0.000784,4.096415163466087,0.0300947122921382,-6.2582550241441,0.0043754336779376,4.845859544272452
2012-11-22 21:14:44.306592,0.0007769,4.108925683544382,0.0300231537928064,-0.3410460624859519,0.0043753929269827,4.845704209969025
2012-11-23 23:21:19.552607,0.0007779,4.107354887217587,0.0299795205615065,-6.050972740860246,0.0043753692355512,4.845655340749969
2012-11-24 10:01:53.852159,0.0007835,4.157026957729347,0.0299777752322546,-3.2954259738605733,0.004375384985756,4.843632504146908
2012-11-25 22:08:55.205952,0.0007803,4.1611878226661005,0.0299166887084348,-0.1007805469979086,0.0043753487724195,4.8436499574394265
2012-11-26 22:39:30.365279,0.0007789,4.16501183905722,0.0298765461356389,-6.236153919826095,0.0043753247756359,4.84348589648974
2012-11-27 21:16:58.593792,0.0007793,4.1660887072057005,0.029841639550599,-0.2974180671738491,0.0043753029167717,4.843370704759108
2012-11-28 17:37:05.864160,0.0007787,4.167212699243985,0.0298102236240631,-1.2428733949546906,0.0043752832830613,4.843203153150917
2012-11-29 06:26:36.252096,0.000799,4.138179147137059,0.0297840436852832,-4.13091683211951,0.0043750989482341,4.8439152474857305
2012-12-01 12:31:02.376192,0.0007721,4.169015624361295,0.0297020132104395,-2.531717017077657,0.0043752136925166,4.843606324208127
2012-12-02 15:55:46.412832,0.0007659,4.174468032944525,0.0296601253083916,-1.623925894554855,0.0043751878632767,4.843653448097931
2012-12-03 17:47:13.350336,0.000765,4.175108568780008,0.0296199827355957,-1.119401822351603,0.0043751626448732,4.843545237684308
2012-12-04 21:49:31.296863,0.0007662,4.183458223921549,0.0295623868702799,-0.053122586442952,0.0043751629058186,4.846767115483489
2012-12-05 22:36:26.184671,0.0007601,4.182025308605661,0.029523989626736,-6.11214129515489,0.0043751351569358,4.8466466877651015
2012-12-07 20:13:24.182400,0.0007608,4.180178750257051,0.0294559217859083,-0.4181040942907543,0.0043750874253355,4.846433757596358
2012-12-08 18:54:21.498048,0.0007651,4.170057585924736,0.0294349778348843,-0.7341587872173978,0.0043750497291858,4.843793074438091
2012-12-10 14:37:11.276256,0.0007651,4.171001809050065,0.0293704006525605,-1.8254922245384293,0.004375007145914,4.843402120685645
2012-12-11 17:12:23.558976,0.0007519,4.150946230615398,0.0293215314335047,-1.109422029688699,0.0043749818837665,4.84357316295234
2012-12-12 22:43:10.873632,0.0007546,4.147221697991642,0.0292761528729528,-5.924357830274316,0.004374954396562,4.843456225892456
2012-12-14 23:49:19.383744,0.0007474,4.157732070747152,0.0291888864103531,-5.611900260936031,0.0043749082353598,4.84398506065581
2012-12-18 21:48:22.314240,0.0007572,4.155360168293692,0.0290352974361776,-6.071764848239254,0.0043748056167029,4.844566255296724
2012-12-20 05:03:54.510911,0.000773,4.174790918856145,0.0290126081559017,-4.164751784998673,0.0043746071896223,4.840394918384458
2012-12-21 10:32:43.387583,0.0007639,4.160292468759828,0.0289410496565699,-2.6989387580404878,0.0043747430071035,4.844466771529361
2012-12-22 17:40:50.944800,0.0007649,4.162346721289425,0.0288921804375141,-0.8111086086085759,0.004374712073132,4.8443742690790055
2012-12-23 22:11:22.935264,0.0007626,4.164116485150947,0.0288468018769622,-5.8957047599443255,0.0043746839751265,4.8442939839334125
2012-12-25 10:18:34.664831,0.0007613,4.165654120221954,0.0287892060116464,-2.6989597019915106,0.0043746488962376,4.84410723370345
